symbol,Name of Securities,Category,Sub-Category,Board Lot,Expiry Date,ETF / Fund Manager,Debt Securities Investor Type,Div Stock,Blue Chip,HSI
1193.HK,CHINA RES GAS,Equity,Equity Securities (Main Board),100,,,,Y,,N
1194.HK,BAY AREA GOLD,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1195.HK,KINGWELL GROUP,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1196.HK,REALORD GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1198.HK,ROYALE HOME,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1199.HK,COSCO SHIP PORT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1200.HK,MIDLAND HOLDING,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1201.HK,TESSON HOLDINGS,Equity,Equity Securities (Main Board),"3,000",,,,N,,N
1202.HK,SIWI SCI & TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1203.HK,GUANGNAN (HOLD),Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1204.HK,BOARDWARE INTEL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1205.HK,CITIC RESOURCES,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1206.HK,TECHNOVATOR,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1207.HK,SRE GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1208.HK,MMG,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1209.HK,CHINA RES MIXC,Equity,Equity Securities (Main Board),200,,,,Y,,Y
1210.HK,CHRISTINE,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1211.HK,BYD COMPANY,Equity,Equity Securities (Main Board),500,,,,Y,,Y
1213.HK,MOBICON GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1215.HK,KAI YUAN HLDGS,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1216.HK,ZYBANK,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1217.HK,CH INNOVATION,Equity,Investment Companies,"40,000",,,,N,,N
1218.HK,EASYKNIT INT'L,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1220.HK,ZHIDAO INT'L,Equity,Equity Securities (Main Board),"30,000",,,,N,,N
1221.HK,SINO HOTELS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1222.HK,WANG ON GROUP,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1223.HK,SYMPHONY HOLD,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
1224.HK,C C LAND,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1225.HK,LERADO FIN,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1226.HK,CH INV FIN GP,Equity,Investment Companies,"10,000",,,,N,,N
1228.HK,CANBRIDGE-B,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1229.HK,NAN NAN RES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1230.HK,YASHILI INT'L,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1231.HK,NEWTON RES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1232.HK,GW TIANDI,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1233.HK,TIMES CHINA,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1234.HK,CHINA LILANG,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1235.HK,TRAVEL EXPERT,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1237.HK,CH ENV TECH&BIO,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1238.HK,POWERLONG,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1239.HK,TEAMWAY INTL GP,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1240.HK,CNQC INT'L,Equity,Equity Securities (Main Board),"2,500",,,,Y,,N
1241.HK,SHUANGHUA H,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1243.HK,WANG ON PPT,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1244.HK,3D MEDICINES-B,Equity,Equity Securities (Main Board),500,,,,N,,N
1245.HK,NIRAKU,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1246.HK,BOILLHEALTHCARE,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1247.HK,MIKO INTL,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
1250.HK,SDHS NEW ENERGY,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1251.HK,SPT ENERGY,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1252.HK,CHINA TIANRUI,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1253.HK,GREENLAND BROAD,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1255.HK,TATA HEALTH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1257.HK,CEB GREENTECH,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1258.HK,CHINFMINING,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1259.HK,PROSPER FUTURE,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1260.HK,WONDERFUL SKY,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1262.HK,LABIXIAOXIN,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1263.HK,PC PARTNER,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1265.HK,TIANJINJINRAN,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1266.HK,XIWANG STEEL,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1268.HK,MEIDONG AUTO,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1269.HK,FIRST CAP GP,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1270.HK,LANGHAM-SS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1271.HK,GRAND MING,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1272.HK,DATANG ENVIRO,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1273.HK,HK FINANCE GP,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1277.HK,KINETIC DEV,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1278.HK,CHINANEWTOWN,Equity,Equity Securities (Main Board),"2,500",,,,N,,N
1280.HK,QIDIAN INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1281.HK,XINDA INV HLDGS,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1282.HK,GLORY SUN FIN,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1283.HK,ACCEL GROUP,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
1285.HK,JIASHILI GP,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1286.HK,IMPRO PRECISION,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1288.HK,ABC,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1289.HK,SUNLIT SCI,Equity,Equity Securities (Main Board),500,,,,N,,N
1290.HK,CHINA HUIRONG,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1292.HK,CMA LOGISTICS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1293.HK,GRAND BAOXIN,Equity,Equity Securities (Main Board),500,,,,N,,N
1297.HK,SINOSOFT TECH,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1298.HK,YUNNAN ENERGY,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1299.HK,AIA,Equity,Equity Securities (Main Board),200,,,,Y,,Y
1300.HK,TRIGIANT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1301.HK,D&G TECH,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1302.HK,LIFETECH SCI,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1303.HK,HUILI RES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1305.HK,WAI CHI HOLD,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1308.HK,SITC,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1310.HK,HKBN,Equity,Equity Securities (Main Board),500,,,,Y,,N
1312.HK,KONTA CHINA,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
1313.HK,CHINARES CEMENT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1314.HK,TSUI WAH HLDG,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1315.HK,GREEN ECON-NEW,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1316.HK,NEXTEER,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1317.HK,MAPLELEAF EDU,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1319.HK,OIWAHPAWN,Equity,Equity Securities (Main Board),"8,000",,,,Y,,N
1321.HK,CHINA NEWCITY,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1323.HK,HUASHENG INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1326.HK,TRANSMIT ENT,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1327.HK,LUXXU GROUP,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1328.HK,GOLDSTREAM INV,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1329.HK,CAPITAL GRAND,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1330.HK,DYNAGREEN ENV,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1332.HK,TOUYUN BIOTECH,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1335.HK,SHEEN TAI,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1336.HK,NCI,Equity,Equity Securities (Main Board),100,,,,Y,,N
1338.HK,BAWANG GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1339.HK,PICC GROUP,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1340.HK,HUISHENG INTL,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1341.HK,HAO TIAN INTL,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1343.HK,WEI YUAN HLDG,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1345.HK,SH PIONEER HLDG,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1346.HK,LEVER STYLE,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1347.HK,HUA HONG SEMI,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1348.HK,QUALI-SMART,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1349.HK,FUDANZHANGJIANG,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1351.HK,BRIGHT FUTURE,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1355.HK,LEGEND STRAT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1357.HK,MEITU,Equity,Equity Securities (Main Board),500,,,,N,,N
1358.HK,PW MEDTECH,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1359.HK,CHINA CINDA,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1360.HK,NOVA GROUP,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1361.HK,361 DEGREES,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1362.HK,SIS MOBILE,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1366.HK,JIANGNAN GP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1368.HK,XTEP INT'L,Equity,Equity Securities (Main Board),500,,,,Y,,N
1370.HK,AOWEI HOLDING,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1371.HK,CHINA ECOTOUR,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1372.HK,C CARBONNEUTRAL,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1373.HK,IH RETAIL,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1375.HK,CC SECURITIES,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1376.HK,RAFFLESINTERIOR,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1378.HK,CHINAHONGQIAO,Equity,Equity Securities (Main Board),500,,,,Y,,Y
1379.HK,WENLING MCT,Equity,Equity Securities (Main Board),500,,,,Y,,N
1380.HK,CHI KINGSTONE,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1381.HK,CANVEST ENV,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1382.HK,PACIFICTEXTILES,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1383.HK,LET GROUP,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1385.HK,SHANGHAI FUDAN,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1387.HK,CHINA DILI,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1388.HK,EMBRY HOLDINGS,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1389.HK,MAJOR HLDGS,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1393.HK,HIDILI INDUSTRY,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1395.HK,ELL ENV,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1396.HK,GD-HKGBA HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1397.HK,BAGUIO GREEN,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1398.HK,ICBC,Equity,Equity Securities (Main Board),"1,000",,,,Y,,Y
1399.HK,VESON HLDG,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1400.HK,MOODY TECH HLDG,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1401.HK,SPROCOMM INTEL,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1402.HK,I-CONTROL,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
1405.HK,DPC DASH,Equity,Equity Securities (Main Board),100,,,,N,,N
1406.HK,CLARITY MEDICAL,Equity,Equity Securities (Main Board),"1,250",,,,N,,N
1407.HK,JY GAS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1408.HK,MACAU E&M,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1410.HK,EDVANCE INTL,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1412.HK,Q P GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1413.HK,KWONG LUEN ENG,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1415.HK,COWELL,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1416.HK,CTR HOLDINGS,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1417.HK,RIVERINE CHINA,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1418.HK,SINOMAX GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1419.HK,HUMAN HEALTH,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1420.HK,CHUAN HOLDING,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1421.HK,KINGBO STRIKE,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1425.HK,JUSTIN ALLEN H,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
1426.HK,SPRING REIT,Real Estate Investment Trusts,,"1,000",,Spring Asset Management Limited,,N,,N
1427.HK,CH TIANBAO GP,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1428.HK,BRIGHT SMART,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1429.HK,SKYMISSION GP,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1431.HK,YST DAIRY,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1432.HK,CHINA SHENGMU,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1433.HK,CIRTEK HLDGS,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
1439.HK,MOBILE INTERNET,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1440.HK,DEYUN HOLDING,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1442.HK,INFINITY L&T,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1443.HK,FULUM GP HLDG,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1446.HK,HUNGFOOKTONG,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1447.HK,SFK,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1448.HK,FU SHOU YUAN,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1449.HK,LEADER EDU,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1450.HK,CENTURY SAGE,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1451.HK,MS GROUP HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1452.HK,DENOX ENV,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1455.HK,FOURACE IND GP,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
1456.HK,GUOLIAN SEC,Equity,Equity Securities (Main Board),500,,,,Y,,N
1458.HK,ZHOU HEI YA,Equity,Equity Securities (Main Board),500,,,,Y,,N
1459.HK,JUJIANG CONS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1460.HK,ICO GROUP,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1461.HK,ZHONGTAIFUTURES,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1463.HK,C-LINK SQ,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1466.HK,AFFLUENTPARTNER,Equity,Equity Securities (Main Board),"32,000",,,,N,,N
1468.HK,KINGKEY FIN INT,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1469.HK,GET NICE FIN,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1470.HK,PROSPER ONE,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1472.HK,SANG HING HLDGS,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1473.HK,PANGAEA CONNECT,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1475.HK,NISSIN FOODS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1476.HK,HENGTOU SEC,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1477.HK,OCUMENSION-B,Equity,Equity Securities (Main Board),500,,,,N,,N
1478.HK,Q TECH,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1480.HK,YAN TAT GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1481.HK,SMART GLOBE,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1483.HK,NET-A-GO TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1486.HK,C CHENG HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1488.HK,BEST FOOD HLDG,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1489.HK,GC CONSTRUCTION,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1490.HK,CHESHI TECH,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1495.HK,JIYI HOLDINGS,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1496.HK,AP RENTALS,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1498.HK,PURAPHARM,Equity,Equity Securities (Main Board),500,,,,N,,N
1499.HK,OKG TECH,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1500.HK,INCON,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
1501.HK,KDL MEDICAL,Equity,Equity Securities (Main Board),200,,,,Y,,N
1502.HK,FIN STREET PPT,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1503.HK,CMC REIT,Real Estate Investment Trusts,,"1,000",,"China Merchants Land Asset Management Co., Ltd.",,N,,N
1508.HK,CHINA RE,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1513.HK,LIVZON PHARMA,Equity,Equity Securities (Main Board),100,,,,Y,,N
1515.HK,CR MEDICAL,Equity,Equity Securities (Main Board),500,,,,Y,,N
1516.HK,SUNAC SERVICES,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1518.HK,NC HEALTHCARE,Equity,Equity Securities (Main Board),500,,,,N,,N
1520.HK,VIRTUAL MIND,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
1521.HK,FRONTAGE,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1522.HK,BII TRANS TECH,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1523.HK,PLOVER BAY TECH,Equity,Equity Securities (Main Board),"8,000",,,,Y,,N
1525.HK,GENCH EDU,Equity,Equity Securities (Main Board),500,,,,Y,,N
1526.HK,RICI HEALTH,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1527.HK,TENGY ENV,Equity,Equity Securities (Main Board),200,,,,N,,N
1528.HK,RS MACALLINE,Equity,Equity Securities (Main Board),200,,,,Y,,N
1529.HK,YUES INTL HLDG,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1530.HK,3SBIO,Equity,Equity Securities (Main Board),500,,,,Y,,N
1532.HK,CHINA PARTYTIME,Equity,Equity Securities (Main Board),"3,000",,,,N,,N
1536.HK,YUK WING GP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1538.HK,ZHONG AO HOME,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1539.HK,UNITY GP HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1540.HK,LEFTFIELD PRINT,Equity,Equity Securities (Main Board),"3,000",,,,Y,,N
1542.HK,TAIZHOU WATER,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1543.HK,JOIN-SHARE,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1545.HK,DESIGN CAPITAL,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
1546.HK,THELLOY DEV,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1547.HK,IBI GROUP HLDGS,Equity,Equity Securities (Main Board),"8,000",,,,Y,,N
1548.HK,GENSCRIPT BIO,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1549.HK,EVER HARVEST GP,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
1551.HK,GRCB,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1552.HK,BHCC HOLDING,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1553.HK,MAIKE TUBE,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1555.HK,MIE HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1556.HK,CHINNEY KW,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
1557.HK,K.H. GP HLDGS,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1558.HK,HEC PHARM,Equity,Equity Securities (Main Board),200,,,,N,,N
1559.HK,KWAN ON HLDGS,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1560.HK,STAR GROUP CO,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1561.HK,PAN ASIA DATA H,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1563.HK,ALLI INTL ED LE,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1565.HK,VIRSCEND EDU,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1566.HK,CA CULTURAL,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1568.HK,SUNDART HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1569.HK,MINSHENG EDU,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1570.HK,WEIYE HOLDINGS,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1571.HK,XIN POINT HOLD,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1572.HK,CHINA ART FIN,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
1575.HK,MORRIS HOME,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1576.HK,QILU EXPRESSWAY,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1577.HK,HUIXIN CREDIT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1578.HK,BANK OF TIANJIN,Equity,Equity Securities (Main Board),500,,,,N,,N
1579.HK,YIHAI INTL,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1580.HK,DA SEN HLDGS,Equity,Equity Securities (Main Board),"30,000",,,,N,,N
1581.HK,PROGRESSIVE P,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
1582.HK,CR CONSTRUCTION,Equity,Equity Securities (Main Board),"2,500",,,,Y,,N
1583.HK,QINQIN FOODS,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1585.HK,YADEA,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1586.HK,LEON INSPECTION,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1587.HK,SHINEROAD INTL,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
1588.HK,CHANJET,Equity,Equity Securities (Main Board),200,,,,N,,N
1591.HK,SHUN WO GROUP,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
1592.HK,ANCHORSTONE,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
1593.HK,CHEN LIN EDU,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1596.HK,YICHEN IND,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1597.HK,NATURE ENERGY T,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1598.HK,21CENTURY EDU,Equity,Equity Securities (Main Board),"3,000",,,,Y,,N
1599.HK,UCD,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
1600.HK,TIAN LUN GAS,Equity,Equity Securities (Main Board),500,,,,Y,,N
1601.HK,ZGC TEC LEASING,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1606.HK,CDB LEASING,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
1608.HK,VPOWER GROUP,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
1609.HK,CHONG KIN GP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
1610.HK,COFCO JOYCOME,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
